"DATA_YEAR","ARRESTEE_ID","INCIDENT_ID","ARRESTEE_SEQ_NUM","ARREST_DATE","ARREST_TYPE_ID","MULTIPLE_INDICATOR","OFFENSE_TYPE_ID","AGE_ID","AGE_NUM","SEX_CODE","RACE_ID","ETHNICITY_ID","RESIDENT_CODE","UNDER_18_DISPOSITION_CODE","CLEARANCE_IND","AGE_RANGE_LOW_NUM","AGE_RANGE_HIGH_NUM"
2019,33807319,112824656,2,03-JUN-19,1,"N",27,5,39,"M",1,2,"R","","",39,0
2019,33807318,112824656,1,03-JUN-19,1,"N",27,5,30,"M",2,2,"R","","",30,0
2019,33810332,112824861,1,08-JUN-19,2,"N",51,5,23,"M",2,2,"N","","",23,0
2019,33804199,112828770,1,10-JUN-19,1,"N",30,5,43,"M",1,2,"R","","",43,0
2019,33804202,112825034,1,10-JUN-19,2,"N",48,5,46,"F",1,2,"R","","",46,0
2019,34869665,115816717,1,29-AUG-19,1,"N",51,5,27,"M",1,1,"","","",27,0
2019,34859781,115762606,1,23-JUL-19,1,"N",28,5,36,"M",1,2,"","","",36,0
2019,34870175,115763269,1,14-JUN-19,3,"N",16,5,38,"M",2,2,"N","","",38,0
2019,34860098,115763269,2,14-JUN-19,3,"N",16,5,29,"M",2,2,"N","","",29,0
2019,34870177,115817303,1,28-JUN-19,1,"N",49,5,39,"M",1,2,"R","","",39,0
2019,34812313,115832406,2,21-JUN-19,3,"N",16,5,18,"F",1,2,"N","","",18,0
2019,34860102,115832406,1,21-JUN-19,2,"N",16,5,22,"M",0,3,"N","","",22,0
2019,34860115,115817317,1,30-JUL-19,3,"N",16,5,35,"M",2,3,"R","","",35,0
2019,34860118,115817320,1,29-JUN-19,3,"N",16,5,36,"F",1,2,"R","","",36,0
2019,34812346,115832451,1,25-MAY-19,3,"N",34,5,26,"M",1,2,"R","","",26,0
2019,34870201,115832451,2,25-MAY-19,3,"N",16,5,27,"M",2,2,"R","","",27,0
2019,34870207,115817357,1,28-MAR-19,2,"N",16,5,28,"M",1,2,"N","","",28,0
2019,34812388,115817452,1,10-AUG-19,1,"N",53,5,19,"M",1,,"N","","",19,0
2019,34860214,115832684,1,01-AUG-19,3,"N",35,5,24,"F",1,2,"R","","",24,0
2019,34870280,115832684,2,01-AUG-19,1,"N",16,5,22,"M",1,1,"R","","",22,0
2019,34860290,115763733,1,17-AUG-19,1,"N",23,5,27,"F",1,2,"N","","",27,0
2019,34860305,115817756,1,05-SEP-19,2,"N",45,5,36,"M",1,2,"R","","",36,0
2019,34812519,115763757,1,25-JUL-19,3,"N",23,5,26,"M",1,2,"N","","",26,0
2019,34812538,115817787,1,11-JUN-19,3,"N",16,5,17,"F",1,2,"R","H","",17,0
2019,34812547,115817796,1,08-AUG-19,1,"N",51,5,32,"M",4,2,"R","","",32,0
2019,34812552,115817808,1,15-AUG-19,3,"N",27,5,30,"M",1,2,"R","","",30,0
2019,34860330,115817820,1,26-AUG-19,1,"N",35,5,51,"M",2,2,"N","","",51,0
2019,34870377,115817827,1,12-JUL-19,1,"N",51,5,14,"M",0,1,"R","H","",14,0
2019,34860335,115763841,2,08-MAR-19,2,"N",16,5,12,"M",1,1,"N","H","",12,0
2019,34860334,115763841,1,08-MAR-19,2,"N",16,5,13,"M",1,2,"R","H","",13,0
2019,34870388,115817843,1,30-AUG-19,2,"N",23,5,25,"M",1,2,"N","","",25,0
2019,34860347,115817851,1,13-JUL-19,1,"N",51,5,42,"F",3,2,"R","","",42,0
2019,34812586,115832926,1,21-AUG-19,3,"N",51,5,36,"M",1,2,"R","","",36,0
2019,34860358,115817866,1,13-JUL-19,1,"N",51,5,71,"M",1,2,"","","",71,0
2019,34812599,115763936,1,08-JUN-19,2,"N",16,5,22,"M",1,1,"R","","",22,0
2019,34870821,115818533,1,01-AUG-19,1,"N",35,5,22,"M",1,2,"","","",22,0
2019,34870830,115764727,1,29-AUG-19,2,"N",39,5,42,"M",1,2,"R","","",42,0
2019,34860736,115818568,1,29-JUN-19,1,"N",51,5,26,"M",1,1,"R","","",26,0
2019,34871144,115834738,1,06-AUG-19,3,"C",21,5,44,"M",8,2,"N","","",44,0
2019,34871148,115819367,1,31-MAY-19,1,"N",23,5,49,"M",1,3,"","","",49,0
2019,34813321,115819376,1,15-AUG-19,1,"N",27,5,20,"M",1,1,"","","",20,0
2019,34861057,115819486,1,29-JUL-19,2,"N",23,5,26,"M",1,2,"U","","",26,0
2019,34871319,115765722,1,05-JAN-19,2,"N",27,5,28,"M",1,2,"","","",28,0
2019,34871747,115820221,1,01-AUG-19,2,"N",35,5,36,"F",3,2,"R","","",36,0
2019,34813693,115820221,3,01-AUG-19,1,"N",35,5,20,"M",1,2,"R","","",20,0
2019,34871748,115820221,2,01-AUG-19,1,"N",35,5,25,"M",1,2,"N","","",25,0
2019,34861437,115835994,1,24-AUG-19,1,"N",23,5,38,"M",1,1,"U","","",38,0
2019,34813706,115820239,1,21-AUG-19,2,"N",5,5,16,"M",1,1,"","R","",16,0
2019,34861448,115836254,1,03-AUG-19,2,"N",51,5,35,"M",0,2,"R","","",35,0
2019,34871789,115836059,1,08-AUG-19,1,"N",51,5,38,"M",1,2,"R","","",38,0
2019,34861472,115820293,1,18-MAR-19,1,"N",23,5,53,"M",1,3,"","","",53,0
2019,34861487,115820319,1,04-AUG-19,1,"N",45,5,24,"M",1,2,"R","","",24,0
2019,34871821,115841140,1,22-APR-19,1,"N",23,5,24,"M",1,2,"R","","",24,0
2019,34871830,115841155,1,12-AUG-19,1,"N",5,5,34,"M",1,1,"R","","",34,0
2019,34871831,115820352,1,12-AUG-19,3,"N",51,5,37,"M",1,2,"R","","",37,0
2019,34871856,115820379,1,23-AUG-19,2,"N",49,5,27,"M",2,2,"","","",27,0
2019,34861528,115841244,1,16-AUG-19,1,"N",28,5,35,"F",1,2,"","","",35,0
2019,34813765,115841244,2,22-AUG-19,2,"N",28,5,23,"F",1,2,"","","",23,0
2019,34861531,115820399,1,12-MAR-19,1,"N",28,5,40,"M",1,2,"N","","",40,0
2019,34871874,115820406,1,24-AUG-19,1,"N",51,5,40,"M",1,2,"","","",40,0
2019,34813780,115820416,2,22-MAR-19,1,"N",23,5,26,"M",2,2,"","","",26,0
2019,34861537,115820416,3,22-MAR-19,1,"N",23,5,21,"F",2,2,"","","",21,0
2019,34813779,115820416,1,22-MAR-19,1,"N",23,5,22,"F",4,2,"","","",22,0
2019,34861547,115836418,1,22-MAR-19,1,"N",5,5,26,"F",1,1,"","","",26,0
2019,34861549,115820433,1,24-AUG-19,1,"N",35,5,34,"F",1,2,"","","",34,0
2019,34813790,115820434,1,13-MAR-19,1,"N",51,5,46,"F",1,1,"R","","",46,0
2019,34861550,115836429,1,11-AUG-19,1,"N",51,5,18,"F",0,2,"N","","",18,0
2019,34813800,115820444,1,15-AUG-19,1,"N",23,5,35,"F",1,2,"","","",35,0
